,facltNm,allar,insrncAt,trsagntNo,bizrno,facltDivNm,mangeDivNm,mgcDiv,manageSttus,hvofBgnde,hvofEnddle,featureNm,induty,lctCl,doNm,sigunguNm,zipcode,addr1,addr2,mapX,mapY,direction,tel,homepage,resveUrl,resveCl,manageNmpr,gnrlSiteCo,autoSiteCo,glampSiteCo,caravSiteCo,indvdlCaravSiteCo,sitedStnc,siteMg1Width,siteMg2Width,siteMg3Width,siteMg1Vrticl,siteMg2Vrticl,siteMg3Vrticl,siteMg1Co,siteMg2Co,siteMg3Co,siteBottomCl1,siteBottomCl2,siteBottomCl3,siteBottomCl4,siteBottomCl5,tooltip,glampInnerFclty,caravInnerFclty,prmisnDe,operPdCl,operDeCl,trlerAcmpnyAt,caravAcmpnyAt,toiletCo,swrmCo,wtrplCo,brazierCl,sbrsCl,sbrsEtc,posblFcltyCl,posblFcltyEtc,clturEventAt,clturEvent,exprnProgrmAt,exprnProgrm,extshrCo,frprvtWrppCo,frprvtSandCo,fireSensorCo,themaEnvrnCl,eqpmnLendCl,animalCmgCl,tourEraCl,firstImageUrl,createdtime,modifiedtime
1636,맑은물소리 캠핑장,0,Y,2015000007,231-01-08049,민간,직영,,운영,,,,"일반야영장,글램핑","숲,계곡",경기도,포천시,11100,경기 포천시 관인면 담터길 123,,127.2068434,38.1481318,,033-456-2200,https://www.cleanwatercamp.modoo.at,http://cafe.naver.com/dtautocamping,온라인실시간예약,4,58,0,6,0,0,3,0,0,0,0,0,0,58,0,0,0,0,0,58,0,,,,2015-05-29,"봄,여름,가을",주말,Y,N,2,1,2,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",,"계곡 물놀이,산책로,강/물놀이,농어촌체험시설,어린이놀이시설",,Y,"할로윈, 크리스마스, 어린이날 파티 등",N,,35,0,1,6,"일출명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능,,https://gocamping.or.kr/upload/camp/6980/thumb/thumb_720_360082IIqY4BNpM7TQDXDfSp.jpg,2022-08-01 23:18,2022-08-01 23:18
1637,메사 캠핑장,0,Y,2017000023,617-68-00230,민간,직영,,운영,,,,일반야영장,"산,숲,계곡",경기도,포천시,487-862,경기도 포천시 이동면 도평리 498-1  등 8필지,,127.3876997,38.0781228,,010-3382-7629,http://www.mesacampingjang.co.kr/,http://www.mesacampingjang.co.kr/reserve/reserve.php,온라인실시간예약,1,0,70,0,0,0,0,6,0,0,10,0,0,0,0,0,0,70,0,0,0,,,,2017-11-22,"봄,여름,가을,겨울",평일+주말,N,N,1,1,1,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,마트.편의점",,"계곡 물놀이,산책로,수영장,어린이놀이시설",,N,,N,,30,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소","텐트,릴선,화로대,난방기구,침낭",불가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/6981/thumb/thumb_720_7967M20wPxDktPoEHaLJm7yi.jpg,2022-08-01 23:18,2022-08-01 23:18
1638,메이 더 카라반,0,Y,,,민간,직영,,운영,,,,"자동차야영장,카라반","해변,섬",제주도,제주시,695972,제주특별자치도 제주시 구좌읍 일주동로 1626 ,메이캠프 ,126.7059174,33.552507,,064-766-8888,http://www.jejumeihotel.com/,,전화,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실",2014-08-22,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,9,0,0,0,"일출명소,일몰명소",,불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/6982/thumb/thumb_720_0677t1obr07fB2MKlkLqRF28.jpg,2022-08-01 23:18,2022-08-01 23:18
1639,제이스글램핑,0,Y,, 61-20-3319 ,민간,직영,,운영,,,,글램핑,,부산시,기장군,619912,부산광역시 기장군 일광면 화전리 ,135,129.2340542,35.2773351,,051-714-0838,http://부산펜션.net,http://부산펜션.net,"전화,온라인예약대기,온라인실시간예약",1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,"침대,TV,에어컨,냉장고,난방기구,취사도구",,2016-07-08,"봄,여름,가을,겨울",평일+주말,N,N,1,1,1,개별,"전기,무선인터넷,온수,트렘폴린,산책로","편백볼놀이존, 우든보트 체험전시장","수영장,어린이놀이시설",,N,,Y,"어린이색칠체험, 조립 체험",8,0,0,8,"액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/6983/thumb/thumb_720_3490kbyIbdIvCcYliJrQiZnK.jpg,2022-08-01 23:18,2022-08-01 23:18
1640,몽산포 자동차 야영장,0,Y,,,국립공원,직영,국립공원관리공단 태안해안국리공원사무소,운영,,,,자동차야영장,해변,충청남도,태안군,357950,충청남도 태안군 남면 몽산포길 54 ,태안해안사무소 몽산포 자동차 야영장 ,126.2886497,36.6697203,,070-7004-5349,https://reservation.knps.or.kr,https://reservation.knps.or.kr,온라인실시간예약,1,0,155,0,0,0,0,5,0,0,5,0,0,155,0,0,0,0,0,0,0,썰물 때면 3㎞ 폭으로 바닥이 드러나고 경사도 완만해 아이들과 함께 조개잡이 하기에 좋다.,,,2015-08-03,"봄,여름,가을",평일+주말,N,N,0,0,0,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,마트.편의점",,"산책로,낚시,해수욕",,N,,N,,0,0,0,0,"일몰명소,낚시,여름물놀이,걷기길",,불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/6984/thumb/thumb_720_6731lK3vO2ZAXlUxvnX3e4SL.jpg,2022-08-01 23:18,2022-08-01 23:18
1641,무녀도 오토캠핑장,0,Y,,172-81-00717,국립공원,직영,,운영,,,,일반야영장,,전라북도,군산시,54000,전북 군산시 옥도면 무녀도2길 19,,126.4220801,35.8050722,,063-464-4040,http://mcamp.kr,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,"봄,여름,가을,겨울",,2022-08-01 23:18,2022-08-01 23:18
1642,무창포해수욕장 오토캠핑장,0,Y,,,민간,위탁,,운영,,,,"자동차야영장,카라반",해변,충청남도,보령시,355851,충청남도 보령시 웅천읍 관당리 806-9번지  ,,126.5357239,36.2412036,,010-9848-3510,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2014-05-22,"봄,여름,가을",평일+주말,N,N,0,0,0,개별,"전기,물놀이장",,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1643,밀양아리랑 오토캠핑장,0,Y,,509-82-02059,국립공원,직영,,운영,,,,자동차야영장,강,경상남도,밀양시,627892,경상남도 밀양시 하남읍 명례리 1046-2,,128.7593248,35.3545101,,055-359-4636,www.mirpiacamp.co.kr,www.mirpiacamp.co.kr,,2,0,200,0,0,0,0,8,0,0,8,0,0,200,0,0,200,0,0,0,0,,,,2012-10-30,"봄,가을,겨울",평일+주말,Y,N,3,3,3,개별,"전기,무선인터넷,온수,산책로,운동장",,산책로,,N,,N,,0,0,0,0,,,가능,"봄,가을,겨울",https://gocamping.or.kr/upload/camp/6987/thumb/thumb_720_7711714yxZP7PayPxp1O3fBo.jpg,2022-08-01 23:18,2022-08-01 23:18
1644,바다의 별 관광농원,6000,Y,제2018-000002호,409-88-00447,민간,직영,409-88-00447,운영,,,,"일반야영장,카라반","해변,섬",경기도,안산시,15650,경기 안산시 단원구 부흥로 359-14 (대부남동),농업회사법인(주)바다의별관광농원,126.6104026,37.2139139,,010-9943-6229,http://www.seastarcamp.co.kr,http://www.seastarcamp.co.kr,온라인실시간예약,2,0,0,0,8,0,0,6,8,6,9,8,10,20,6,4,0,35,8,0,0,,,,2018-08-22,"봄,여름,가을,겨울",평일+주말,Y,N,0,0,0,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점",,농어촌체험시설,,N,,Y,,0,0,0,0,,,불가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/6988/thumb/thumb_720_1867YkN6wiE4EHNNR0MQU9Gu.jpg,2022-08-01 23:18,2022-08-01 23:18
1645,바다풍경카라반,0,Y,,,민간,직영,,운영,,,,일반야영장,,충청남도,태안군,357914,충청남도 태안군 원북면 방갈리 515-102,,126.2086007,36.8977227,,010-3090-8099,http://www.바다풍경카라반펜션.com/,http://www.바다풍경카라반펜션.com/,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-06-19,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6989/thumb/thumb_720_9717yXq0Nzo0ELGhFuxyRMZb.jpg,2022-08-01 23:18,2022-08-01 23:18
1646,밤골야영장 ,1500,N,,,민간,직영,,운영,,,"밤나무숲,개울",자동차야영장,계곡,강원도,영월군,26201,강원 영월군 무릉도원면 무릉법흥로 940,,128.2801227,37.340913,,033-374-8126,,,전화,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,,,,2016-07-20,여름,평일+주말,Y,N,5,2,3,개별,"전기,장작판매,온수",,계곡 물놀이,,N,,N,,6,0,0,0,,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1647,백담고을캠핑장,0,Y,2018-000001,847-08-01404,민간,직영,남상옥,운영,,,,일반야영장,"산,숲,계곡",강원도,인제군,24606,강원 인제군 북면 백담로 128,,128.356098,38.1923008,,033-462-7711,http://백담고을캠핑장.kr/,http://백담고을캠핑장.kr/,온라인실시간예약,2,33,0,0,0,0,0,5,0,0,7,0,0,33,0,0,0,18,15,0,0,,,,2018-12-11,"봄,여름,가을",평일+주말,N,N,2,2,3,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",,계곡 물놀이,,N,,N,,30,0,0,0,"가을단풍명소,겨울눈꽃명소","릴선,화로대",불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/6991/thumb/thumb_720_1947PzTuXSLP2qJDjFtw4v11.jpg,2022-08-01 23:18,2022-08-01 23:18
1648,별밤펜션 캠핑장,1983,Y,Jan-18,295-14-00643,민간,직영,,운영,,,,일반야영장,계곡,충청북도,영동군,29126,충북 영동군 상촌면 물한계곡로 896,,127.8812519,36.0894833,,,http://starmooncamp.com/,http://starmooncamp.com/38,온라인실시간예약,1,0,10,0,0,0,3,0,0,0,0,0,0,10,0,0,0,1,9,0,0,,,,2018-03-12,"봄,여름,가을,겨울",평일+주말,Y,N,2,2,1,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동장,운동시설",,"계곡 물놀이,산책로,낚시,어린이놀이시설",,N,,N,,5,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대",가능(소형견),,https://gocamping.or.kr/upload/camp/6993/thumb/thumb_720_9047eZbOD60u3TEKQK3pDJGx.jpg,2022-08-01 23:18,2022-08-01 23:18
1649,별빛캠핑장,0,Y,,,민간,직영,,운영,,,,일반야영장,,강원도,영월군,26200,강원도 영월군 양지마을길 38-11 ,,128.2030616,37.3457004,,010-7341-5858,http://cafe.naver.com/campingjang1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2016-08-25,"봄,여름,가을",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1650,별자리 농원,0,Y,,,민간,직영,,휴장,2020-07-23,2023-07-28,,일반야영장,,경기도,양평군,476812,경기도 양평군 서종면 서정로 361-3 ,별자리농원 ,127.4260718,37.5976362,,031-774-3213,http://cafe.daum.net/starjari/,,현장,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2015-04-23,,,N,N,0,0,0,,"전기,온수,운동시설",,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6995/thumb/thumb_720_0278gX68qbb9q6IB3twC6TlZ.jpg,2022-08-01 23:18,2022-08-01 23:18
1651,분지울작은캠프장,0,Y,,,민간,직영,,운영,,,,일반야영장,,경기도,양평군,12526,경기도 양평군 단월면 명성리 98-1,,127.6717786,37.6083587,,010-5340-1957,http://cafe.daum.net/b.j.w.,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-10-15,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6997/thumb/thumb_720_0022HsqxwsQbqWRzvNFZNBgL.jpg,2022-08-01 23:18,2022-08-01 23:18
1652,비체올린,30000,Y,,616-27-93562,민간,직영,,휴장,2022-06-25,2025-12-31,,일반야영장,섬,제주도,제주시,695943,제주특별자치도 제주시 한경면 판포리 ,725,126.2178999,33.3496453,,064-773-0000,http://www.vicheollin.com/index.php,http://www.vicheollin.com/bbs/write.php?bo_table=reserve,온라인실시간예약,2,16,3,0,0,0,0,7,0,0,12,0,0,17,0,0,12,0,6,0,0,,,,2015-06-08,"봄,여름,가을,겨울",평일+주말,N,N,2,2,1,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설",포크레인 놀이시설,,,N,,N,,17,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/6998/thumb/thumb_720_3952eGvUYpZMQRLChLGbpmm5.jpg,2022-08-01 23:18,2022-08-01 23:18
1653,산골캠핑장,2400,Y,2016-000020,225-02-66212,민간,직영,,운영,,,"법흥계곡 최상류 계곡 낀 소나무 숲 캠핑장  매점, 민박 운영","일반야영장,자동차야영장","산,계곡",강원도,영월군,26201,강원 영월군 무릉도원면 백년계곡길 158,(법흥리 293),128.2715455,37.3784583,,010-3377-9870,http://cafe.naver.com/sangol293,http://www.ddnayo.com/RsvSys/CampSite.aspx?id_hotel=1531,"전화,온라인실시간예약,현장",2,32,0,0,0,3,0,6,7,0,7,9,0,27,8,0,0,35,0,0,0,,,,2016-10-25,"봄,여름,가을",평일+주말,Y,N,10,8,8,개별,"전기,무선인터넷,장작판매,온수,마트.편의점",,계곡 물놀이,,N,,N,,30,0,0,0,여름물놀이,,가능(소형견),"봄,여름,가을",https://gocamping.or.kr/upload/camp/6999/thumb/thumb_720_3130YLIXzVbTKmTyV7r95mRE.jpg,2022-08-01 23:18,2022-08-01 23:18
1654,산중오토캠핑장,4939,N,Feb-18,821-08-01057,민간,직영,,운영,,,,자동차야영장,숲,경상남도,거창군,5012,경상남도 거창군 북상면 송계사길 63-107,,127.8047137,35.8259094,,010-3881-2109,,https://booking.naver.com/booking/3/bizes/237066,온라인실시간예약,1,0,10,0,0,0,0,8,0,0,9,0,0,10,0,0,0,0,0,0,10,"1) 우리 캠핑장은 1사이트 당 1대의 차량만 출입할 수 있습니다.  ※ 차량 추가 요금은 5,000원/1대 1박, 지정된 주차장소에 주차  2) 우리 캠핑장은 1사이트 당 최대 정원은 4명입니다. 최대 6명까지 수용 가능합니다.  ※ 인원 초과 요금 5,000원/명(다자녀 가족, 부모님 제외)  ※ 방문객 출입금지가 원칙, 부득이하게 출입시 관리실에 신고 후 인원초과 요금 부과   3) 사이트 규격은 8m × 9m로 제한 합니다.  ※ 지정된 사이트 외 공간 활용을 금합니다.  4) 이용시간은 당일 15:00 ~ 익일 12:00까지입니다.",,,2018-11-06,"봄,여름,가을,겨울",평일+주말,N,N,6,20,10,개별,"전기,장작판매,온수,물놀이장,산책로,운동장",,"산책로,청소년체험시설,농어촌체험시설",,N,,N,,15,2,5,0,"일출명소,봄꽃여행,여름물놀이,가을단풍명소,걷기길","릴선,화로대",불가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/7001/thumb/thumb_720_2604u9a5o3LvcH6Q58iB7Vyt.jpg,2022-08-01 23:18,2022-08-01 23:18
1655,새연카라반리조트,7466,Y,제2015-000016호,338-44-00480,민간,직영,,운영,,,,"자동차야영장,카라반","산,계곡",경기도,가평군,12434,경기 가평군 조종면 운악청계로333번길 86,새연리조트,127.3465446,37.8467466,,031-585-3330 ,http://saeyeoncaravan.co.kr/view.php,http://reservation.gpension.kr/reser/reservation.php?pension_id=Saeyeon,,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,17,9,26,0,0,,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실",2015-08-07,"봄,여름,가을,겨울",평일+주말,N,N,2,2,2,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","짚바이크(하늘자전거),족구랑,축구장,암벽","계곡 물놀이,산책로,운동장,강/물놀이,농어촌체험시설",,N,,N,,26,0,0,26,"일몰명소,액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",화로대,가능(소형견),,https://gocamping.or.kr/upload/camp/7002/thumb/thumb_720_0303DjcaejnImzibWXsJqwAz.jpg,2022-08-01 23:18,2022-08-01 23:18
1656,샛별글램핑,0,Y,,,민간,직영,,운영,,,,일반야영장,,충청남도,태안군,357964,충남 태안군 안면읍 샛별길 238-10,,126.3357075,36.4525171,,010-7345-5435,http://cafe.naver.com/newstarcamping,"http://cafe.naver.com/newstarcamping	",전화,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-06-14,,평일+주말,N,N,0,0,0,개별,"전기,온수,물놀이장,산책로",,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/7003/thumb/thumb_720_4179ZkP59D7F29EaYn3jW33U.jpg,2022-08-01 23:18,2022-08-01 23:18
1657,서산글램핑 ,0,Y,,117-20-69474,지자체,직영,,운영,,,,일반야영장,산,충청남도,서산시,356871,충청남도 서산시 대산읍 오지리 ,41,126.3815,36.951068,,041-665-6887,http://한글도서관.com,,전화,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2016-07-07,,평일+주말,N,N,0,0,0,개별,"전기,물놀이장,산책로,운동시설",,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1658,성주산 자연휴양림,0,Y,,,국립공원,위탁,보령시장,운영,,,,일반야영장,"산,숲",충청남도,보령시,355912,충청남도 보령시 성주면 화장골길 57-230 ,성주산자연휴양림 ,126.6647502,36.3335484,,041-934-7133,http://seongjusan.brcn.go.kr/,http://seongjusan.brcn.go.kr/,전화,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,,,,2015-06-03,"봄,여름,가을",평일+주말,N,N,0,0,0,개별,"온수,물놀이장,산책로,마트.편의점",,"계곡 물놀이,산책로",,N,,Y,숲해설,0,0,0,0,가을단풍명소,,불가능,"여름,가을",https://gocamping.or.kr/upload/camp/7005/thumb/thumb_720_9183kIRJ2MmTW6KqGjiECHFj.jpg,2022-08-01 23:18,2022-08-01 23:18
1659,무창포솔원캠핑장,10500,Y,,313-05-38988,민간,직영,,운영,,,,"일반야영장,자동차야영장","해변,산,숲",충청남도,보령시,355851,충청남도 보령시 웅천읍  삼정골길 102 ,솔원야영장 ,126.5480878,36.2495289,,010-8674-5087,http://cafe.naver.com/solwoncamp,http://www.solwon.co.kr/default/app/app_online.php?topmenu=5,,1,0,35,0,0,0,0,11,10,5,10,8,8,13,15,3,0,32,3,0,0,,,,2015-06-09,"봄,여름,가을",주말,Y,N,4,2,2,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로",,"산책로,수상레저,낚시,해수욕,농어촌체험시설",,N,,N,,12,0,0,0,"일몰명소,수상레저,낚시,여름물놀이",,불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/7006/thumb/thumb_720_0658zQUTbR2B0QoivkKXoHpY.jpg,2022-08-01 23:18,2022-08-01 23:18
1660,수락 캠핑장,0,Y,,,민간,직영,,운영,,,,일반야영장,,경기도,의정부시,11799,경기도 의정부시 산곡동 603번지,,127.1005794,37.7137698,,070-4189-2787,http://www.xn--pi2b34r3nehmiz2i.com/default/intro/prologue.php?topmenu=1,http://www.xn--pi2b34r3nehmiz2i.com/default/intro/prologue.php?topmenu=1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-08-24,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:18,2022-08-01 23:18
1661,숲속의하모니,0,Y,,,민간,직영,,운영,,,,일반야영장,,충청북도,괴산군,28061,충북 괴산군 청천면 후평도원로 153-6,,127.7561423,36.6586924,,010-3559-1500,www.forestcamp1.co.kr,www.forestcamp1.co.kr,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-11-01,,,N,N,0,0,0,,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/7008/thumb/thumb_720_2841TAqjFVXLkLGSLIHqqzKO.jpg,2022-08-01 23:18,2022-08-01 23:18
1662,스톤밸리캠핑장,8020,N,,115-37-00588,민간,직영,,운영,,,,일반야영장,숲,경기도,양주시,11448,경기 양주시 칠봉산로228번길 126-5 (봉양동),,127.0814725,37.8589316,,070-4415-2203,http://cafe.naver.com/bongyanstonevalley,https://cafe.naver.com/bongyanstonevalley,온라인실시간예약,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,,,,2018-11-05,"봄,여름,가을,겨울",평일+주말,Y,N,6,4,1,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점",,"산책로,운동장,강/물놀이",,N,,N,,16,2,2,2,,"릴선,화로대",가능(소형견),,https://gocamping.or.kr/upload/camp/7009/thumb/thumb_720_1468ilOhZHsySUTmAkvD2fXV.jpg,2022-08-01 23:18,2022-08-01 23:18
1663,아라야영장 ,0,Y,,502-01-69593,민간,직영,,운영,,,수상레저,"일반야영장,글램핑",,경상북도,성주군,719872,경상북도 성주군 금수면 사더래길 116 ,310,128.1365131,35.9085246,,054-933-0014,http://araworld.kr/,http://araworld.kr/index.html#contact,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2016-07-29,"봄,여름,가을",평일+주말,N,N,2,2,2,개별,"전기,무선인터넷,온수,물놀이장,운동시설",,"계곡 물놀이,산책로,낚시,어린이놀이시설",,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/7011/thumb/thumb_720_5091C4FXZHqQiliki9imby6Z.jpg,2022-08-01 23:18,2022-08-01 23:18
1664,아프리카 예술박물관 캠핑장,0,Y,2018-000008,244-88-00739,민간,직영,(주)홍성플러스,운영,,,,"일반야영장,카라반",숲,경기도,포천시,11187,경기도 포천시 소흘읍 무림리 41,,127.139002,37.7756834,,031-543-3600,"https://amoa8332.modoo,at/",https://booking.naver.com/booking/3/bizes/224463,온라인실시간예약,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2018-09-14,"봄,여름,가을",평일+주말,N,N,0,0,0,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","샤워장,개수대 온수사용.아프리카예술박물관 관람.실내 놀이방 운영.",,,N,,N,,0,0,0,0,,,불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/7013/thumb/thumb_720_9570MdU6njaqnuLbDv1A14cB.jpg,2022-08-01 23:18,2022-08-01 23:18
1665,얼음골애플 오토캠핑장 ,5800,Y,,810-26-00727,민간,직영,,운영,,,,일반야영장,"산,계곡",경상남도,밀양시,50415,경남 밀양시 산내면 얼음골옛길 92-37,얼음골 애플오토캠핑장 ,128.9612671,35.5780035,,010-3750-4182,http://www.appleautocamp.co.kr/,http://www.appleautocamp.co.kr/yeyak,"전화,온라인실시간예약",2,0,20,0,2,0,0,6,0,0,8,0,0,20,0,0,0,20,0,0,0,,,,2016-10-14,"봄,여름,가을,겨울",평일+주말,Y,N,1,1,2,개별,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점",,"계곡 물놀이,산책로",,N,,Y,"피자, 비어치킨 만들기 체험, 사과 따기 체험, 낚시체험 등",15,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/7016/thumb/thumb_720_6517neqfAZtoDWyH0SaIiGhJ.jpg,2022-08-01 23:18,2022-08-01 23:18
1666,엄둔솔밭빌리지,3300,N,,225-03-99909,민간,직영,,운영,,,주천강. 도원교옆. 사이트별 개인냉장고. 단골 장비보관서비스,일반야영장,"숲,계곡",강원도,영월군,230861,강원도 영월군 수주면 도원운학로 376 ,엄둔솔밭빌리지 ,128.233115,37.299824,,033-373-5060,http://www.solbatvillage.co.kr/,,"전화,온라인실시간예약",2,12,0,0,0,0,3,5,0,0,0,0,0,12,0,0,0,0,12,0,0,사이트마다 개별 냉장고가 지원된다,,,2015-10-13,"봄,여름,가을",평일+주말,N,N,3,2,4,개별,"전기,무선인터넷,장작판매,온수,운동시설",,계곡 물놀이,,N,,N,,9,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/7017/thumb/thumb_720_5287qFa0Xk9XrKBECcTDSIVP.jpg,2022-08-01 23:18,2022-08-01 23:18
